date,fees_block_mean,fees_block_mean_usd,fees_total,fees_total_usd,fees_reward_percent
2024-01-19,0.07555115007779147,188.2553097998546,3657.1225314929507,9112670.481301023,1.0
2024-01-18,0.07178289849442143,177.33546742270033,4142.597482784863,10234045.662155129,1.0
2024-01-17,0.08635024857255243,218.43242025826265,4445.034525098285,11244202.136059413,1.0
2024-01-16,0.08578592144382538,221.9621162939216,4092.4937090383414,10588900.244809264,1.0
2024-01-15,0.056806618306630384,142.67915444100905,2788.8059986599797,7004544.428978566,1.0
2024-01-14,0.06543371826047023,161.80725348865215,3819.697164136726,9445507.969256513,1.0
2024-01-13,0.051829052090864594,133.62431118057066,2174.2678445569063,5605640.684719189,1.0
2024-01-12,0.06431413433695803,162.23049784871884,3053.314910820456,7701896.37438177,1.0
2024-01-11,0.06222337926189365,162.90768900316525,3843.933388465415,10063842.761759218,1.0
2024-01-10,0.09766000493853184,252.3994160391548,4788.384770187571,12375439.879680743,1.0
2024-01-09,0.07504017694549506,175.9316688187766,2745.6393354581205,6437150.469574191,1.0
2024-01-08,0.05623083515326313,131.05331169012004,2952.763150632255,6881800.500956166,1.0
2024-01-07,0.04408195681371688,97.92688354356486,3441.9324610536423,7646160.552780502,1.0
2024-01-06,0.040959425414821005,91.78795665857157,2130.380303413972,4774072.218436924,1.0
2024-01-05,0.05336860268570494,121.08399905616116,2429.648188689677,5512445.598747245,1.0
2024-01-04,0.0644170397912067,146.08886585276775,2838.8086303987334,6438022.214808626,1.0
2024-01-03,0.09221987439172298,203.8092668968602,4299.868493233672,9502865.311184125,1.0
2024-01-02,0.05614453938636573,132.25617082230752,2403.023206381243,5660651.082842541,1.0
2024-01-01,0.04415449428423309,103.85705356358305,1597.040129650129,3756443.9357080935,1.0
2023-12-31,0.04052052874763629,92.44533252230603,1778.8875314844606,4058432.9585644426,1.0
2023-12-30,0.048482879884061504,111.09390556190391,2385.7308155897963,5466675.134749728,1.0
2023-12-29,0.07211264298033389,165.80627175930454,3044.1639560143503,6999347.899486154,1.0
2023-12-28,0.08070910410010718,189.20337787613525,3764.2486615135217,8824389.390330667,1.0
2023-12-27,0.063640618979474,151.41594111430544,3381.4514232876304,8045265.080695418,1.0
2023-12-26,0.058201844386991386,129.83920159480607,2395.2654529340984,5343462.1753343595,1.0
2023-12-25,0.053967219301047024,122.57769025908189,2701.735439813035,6136549.079099235,1.0
2023-12-24,0.07540746410996889,170.75002470143065,2806.2957065061096,6354477.86052906,1.0
2023-12-23,0.0702285129003978,162.11949299966244,2847.2540776866963,6572763.233224805,1.0
2023-12-22,0.0700862381497292,162.94334765981813,4043.3640261819937,9400408.51994166,1.0
2023-12-21,0.0680033804790282,152.30883066852945,4869.9866194265105,10907427.868309945,1.0
2023-12-20,0.07380964812485837,162.5472120678491,6375.355154715964,14040118.503050502,1.0
2023-12-19,0.07799624661526168,169.8352303755463,6354.567144921858,13836939.876328694,1.0
2023-12-18,0.09782201715461207,217.08694299066212,7001.72311195166,15538247.014864258,1.0
2023-12-17,0.06671548505106376,146.5355534877305,4700.978430313713,10325346.142543241,1.0
2023-12-16,0.07982819476794911,177.90784368051806,6076.40585506848,13542085.80245815,1.0
2023-12-15,0.12932408795124337,287.1459570861595,7002.555358656052,15548189.763906816,1.0
2023-12-14,0.08308840274152539,192.38128533957217,5437.878490911775,12590758.987826638,1.0
2023-12-13,0.07723977636422515,174.5578961394521,5648.166659716959,12764564.264350193,1.0
2023-12-12,0.10847767982332356,238.98389715260518,5362.030409185103,11812927.100993495,1.0
2023-12-11,0.0753150433386528,167.56487312120754,4481.418478365675,9970495.739527667,1.0
2023-12-10,0.06303691038816013,148.2843315788715,3780.7997913590148,8893731.72706302,1.0
