date,addresses_count_active,addresses_count_sender,addresses_count_receiver
2021-09-02,421517,243246,309822
2021-09-01,408883,233412,306440
2021-08-31,395591,232263,294382
2021-08-30,370562,216528,279101
2021-08-29,357676,216340,261453
2021-08-28,370106,218007,270534
2021-08-27,351066,201959,265690
2021-08-26,356043,209439,264972
2021-08-25,353557,203336,268575
2021-08-24,370494,222348,277306
2021-08-23,387217,236273,282392
2021-08-22,364837,228133,253917
2021-08-21,379781,238447,264584
2021-08-20,400295,245389,291775
2021-08-19,397710,242574,282753
2021-08-18,363625,217945,266728
2021-08-17,380945,226707,285336
2021-08-16,395889,241412,291436
2021-08-15,356194,211851,258071
2021-08-14,359325,208993,270840
2021-08-13,365630,218582,269286
2021-08-12,370402,216999,274864
2021-08-11,378794,226831,281807
2021-08-10,376126,224955,278139
2021-08-09,378335,230483,275109
2021-08-08,393051,237206,277405
2021-08-07,383342,233595,277351
2021-08-06,387681,240366,269419
2021-08-05,362295,223732,251812
2021-08-04,393076,238628,277946
2021-08-03,400412,247548,278258
2021-08-02,420493,265399,274276
2021-08-01,410507,260911,264255
2021-07-31,408664,255395,272559
2021-07-30,415441,265938,273801
2021-07-29,420946,273383,266440
2021-07-28,485451,268650,347135
2021-07-27,504765,264527,374781
2021-07-26,414996,263617,270851
2021-07-25,368547,241862,231019
2021-07-24,415858,281706,247723
2021-07-23,393933,254503,252604
2021-07-22,379745,242472,250572
2021-07-21,382686,247143,246230
2021-07-20,378466,241281,251252
2021-07-19,368600,226377,248512
2021-07-18,343856,223770,218940
2021-07-17,354892,224291,234908
2021-07-16,365252,224812,254976
2021-07-15,387700,240678,266846
2021-07-14,371393,227728,259179
2021-07-13,366878,225094,254059
2021-07-12,351440,220957,236596
2021-07-11,345336,221073,219772
2021-07-10,346245,219410,226871
2021-07-09,374671,233344,250544
2021-07-08,382770,231695,262708
2021-07-07,389128,234879,273989
2021-07-06,383107,228260,268090
2021-07-05,376454,242719,238984
2021-07-04,360679,231980,228597
2021-07-03,356315,229048,231535
2021-07-02,389821,254292,239763
2021-07-01,416859,277680,250975
2021-06-30,393733,256810,251002
2021-06-29,421075,262925,277381
2021-06-28,573650,271914,449452
2021-06-27,400404,246076,252724
2021-06-26,385957,254837,230557
2021-06-25,411779,273671,250175
2021-06-24,412389,270342,239936
2021-06-23,398123,251778,246050
2021-06-22,403117,247278,268881
2021-06-21,375933,232569,244366
2021-06-20,345371,222935,209417
2021-06-19,335630,212816,213148
2021-06-18,359305,224030,235114
2021-06-17,372469,224675,254088
2021-06-16,392471,253317,251020
2021-06-15,396062,257890,252555
2021-06-14,386017,251332,239421
2021-06-13,401352,272788,228795
2021-06-12,374988,246952,224245
2021-06-11,366673,227174,241189
2021-06-10,382162,243875,244688
2021-06-09,386904,246750,241468
2021-06-08,380325,240049,246620
2021-06-07,414486,268311,248342
2021-06-06,418826,286318,227587
2021-06-05,434659,293620,242140
2021-06-04,457455,308171,258924
2021-06-03,471577,310829,280652
2021-06-02,437282,283373,274606
2021-06-01,455890,263409,310663
2021-05-31,477067,273621,326223
2021-05-30,443392,259196,302615
2021-05-29,484602,286834,327714
2021-05-28,420309,247770,298035
2021-05-27,451303,288556,277928
2021-05-26,449914,273870,295409
2021-05-25,426614,258457,280367
2021-05-24,434046,250634,303646
2021-05-23,414443,229934,297726
2021-05-22,455546,237796,335872
2021-05-21,480680,289508,317429
2021-05-20,535110,307872,371001
2021-05-19,515301,278647,405117
2021-05-18,494961,285289,366624
2021-05-17,512349,293666,376036
2021-05-16,544870,300773,402531
2021-05-15,571651,313137,426750
2021-05-14,588100,330080,436550
2021-05-13,614931,326695,459342
2021-05-12,638407,320959,509430
2021-05-11,705639,346959,588159
2021-05-10,666618,333270,539665
2021-05-09,686583,383817,529753
2021-05-08,649990,315722,537752
2021-05-07,544937,325152,389784
2021-05-06,556643,328804,394335
2021-05-05,561721,337512,387011
2021-05-04,573922,343919,384815
2021-05-03,546123,316673,369014
2021-05-02,512309,295034,349546
2021-05-01,522007,322634,325582
2021-04-30,487320,292971,331714
2021-04-29,521737,331601,407167
2021-04-28,530142,343737,409716
2021-04-27,518545,336158,379961
2021-04-26,539145,357693,363585
2021-04-25,552824,364457,347632
2021-04-24,546286,337651,381850
2021-04-23,528041,324033,406872
2021-04-22,574129,347990,447202
2021-04-21,593747,357375,467288
2021-04-20,614615,360286,522914
2021-04-19,560731,334117,456501
2021-04-18,506115,291312,419254
2021-04-17,540915,310292,456995
2021-04-16,505334,303450,420697
2021-04-15,404628,235959,305192
2021-04-14,465806,280989,370132
2021-04-13,458120,274221,363554
2021-04-12,455269,275212,345530
2021-04-11,433511,260413,331592
2021-04-10,471475,279076,362245
2021-04-09,417062,253504,327051
2021-04-08,427951,256071,327223
2021-04-07,434750,254529,338612
2021-04-06,441779,258767,353094
2021-04-05,428932,256770,337390
2021-04-04,408643,241909,313996
2021-04-03,442370,255747,353244
2021-04-02,470225,280339,371790
2021-04-01,495263,274618,410766
2021-03-31,449376,252887,370926
2021-03-30,427848,247837,347674
2021-03-29,407736,241556,323462
2021-03-28,396036,234623,306963
2021-03-27,403770,236353,317473
2021-03-26,417131,242972,329547
2021-03-25,446804,244621,359807
2021-03-24,423917,236993,345558
2021-03-23,435851,261700,328313
2021-03-22,416991,237635,339177
2021-03-21,392096,235115,303386
2021-03-20,420290,247310,338843
2021-03-19,419868,247426,339085
2021-03-18,440529,243647,368959
2021-03-17,412509,243876,338029
2021-03-16,419418,246985,338129
2021-03-15,431433,260719,337471
2021-03-14,415400,249252,328228
2021-03-13,429995,259826,342528
2021-03-12,427324,261033,339019
2021-03-11,445036,265870,337890
2021-03-10,426145,265922,312254
2021-03-09,411228,250834,317943
2021-03-08,383041,230215,295903
2021-03-07,363637,217402,283608
2021-03-06,385818,231877,293354
2021-03-05,360706,215709,281488
2021-03-04,414523,244670,316216
2021-03-03,388928,231689,307779
2021-03-02,405613,254553,297582
2021-03-01,393210,243910,287471
2021-02-28,390018,235408,288708
2021-02-27,406924,243965,306722
2021-02-26,408992,246818,308366
2021-02-25,410537,237399,315528
2021-02-24,422333,238351,335321
2021-02-23,418286,219526,346443
2021-02-22,432076,231456,348704
2021-02-21,423795,233570,327237
2021-02-20,461248,251933,373849
2021-02-19,462073,262680,360248
2021-02-18,442239,247963,353990
2021-02-17,424220,258737,315970
2021-02-16,412488,244943,328770
2021-02-15,396196,214263,300992
2021-02-14,387895,232958,305374
2021-02-13,411795,249027,333072
2021-02-12,428091,255400,340134
2021-02-11,443223,265812,337579
2021-02-10,451165,248985,370359
2021-02-09,447761,254884,357026
2021-02-08,437934,256046,338987
2021-02-07,417753,247871,322624
2021-02-06,420472,242974,332282
2021-02-05,447358,253130,361400
2021-02-04,452285,252229,351886
2021-02-03,462638,262903,349745
2021-02-02,430498,246774,339570
2021-02-01,416150,240144,329923
2021-01-31,396059,233578,307633
2021-01-30,413697,247339,311747
2021-01-29,432829,241768,348739
2021-01-28,377447,204213,301286
2021-01-27,339320,189319,261442
2021-01-26,383021,231031,269826
2021-01-25,380529,222060,289578
2021-01-24,361452,218680,255667
2021-01-23,360522,222831,246782
2021-01-22,361348,210469,272745
2021-01-21,359856,210661,265647
2021-01-20,399070,239836,277958
2021-01-19,419581,254559,304222
2021-01-18,383785,223197,275029
2021-01-17,365056,223570,248192
2021-01-16,399882,242349,275608
2021-01-15,404621,240117,283291
2021-01-14,383318,217985,280397
2021-01-13,358697,200590,260792
2021-01-12,368755,206833,276637
2021-01-11,431072,252668,309398
2021-01-10,422050,254555,292577
2021-01-09,435756,270265,292988
2021-01-08,438920,252265,322790
2021-01-07,472814,275451,330504
2021-01-06,432013,244670,322016
2021-01-05,413401,234848,308945
2021-01-04,436310,240569,335195
2021-01-03,406450,232780,303188
2021-01-02,329346,184791,253841
2021-01-01,345537,214623,228217
2020-12-31,327765,189028,245085
2020-12-30,345235,199369,253704
2020-12-29,350549,202496,258100
2020-12-28,365814,213557,266909
2020-12-27,340855,202165,244599
2020-12-26,307610,182719,222389
2020-12-25,300406,174845,222793
2020-12-24,316111,170955,243843
2020-12-23,344705,192965,261103
2020-12-22,308926,180600,225701
2020-12-21,307649,179249,222003
2020-12-20,303130,180363,208417
2020-12-19,380188,252376,224085
2020-12-18,374223,199814,274844
2020-12-17,447071,274767,305705
2020-12-16,383602,208902,288069
2020-12-15,354931,186793,280529
2020-12-14,376442,213084,297452
2020-12-13,365224,209558,290285
2020-12-12,333382,191636,255396
2020-12-11,307401,182722,224272
2020-12-10,284121,164975,206280
2020-12-09,303962,181203,218164
2020-12-08,301862,180106,213897
2020-12-07,291559,172542,201968
2020-12-06,281108,176319,182157
2020-12-05,307332,181468,204726
2020-12-04,300716,169500,215700
2020-12-03,309470,187639,208349
2020-12-02,296260,175671,203187
2020-12-01,323940,185128,238014
2020-11-30,331679,197654,229756
2020-11-29,348959,236882,179354
2020-11-28,310398,195047,187135
2020-11-27,333605,211221,202435
2020-11-26,323177,183258,238214
2020-11-25,375198,220982,262052
2020-11-24,363089,207936,273460
2020-11-23,369528,212498,260366
2020-11-22,360404,220695,243648
2020-11-21,369724,222634,256817
2020-11-20,346716,201013,257401
2020-11-19,333959,178292,251821
2020-11-18,325242,178756,245995
2020-11-17,326615,179886,247989
2020-11-16,309127,180002,213298
2020-11-15,281021,165288,191088
2020-11-14,315948,194502,205493
2020-11-13,327040,193023,229388
2020-11-12,300292,170588,214277
2020-11-11,311918,178679,222557
2020-11-10,306865,174106,221589
2020-11-09,313476,182393,216630
2020-11-08,301867,179032,201355
2020-11-07,325488,199183,217983
2020-11-06,352974,211711,242813
2020-11-05,324587,194887,220032
2020-11-04,367339,239552,212703
2020-11-03,307180,177858,221136
2020-11-02,316567,180350,228147
2020-11-01,290810,175238,202598
2020-10-31,314781,180541,220994
2020-10-30,290507,163756,217546
2020-10-29,287047,158009,216206
2020-10-28,305531,176615,213948
2020-10-27,284134,161581,206194
2020-10-26,285847,162994,205786
2020-10-25,259476,147295,186005
2020-10-24,289461,172898,194315
2020-10-23,327605,170736,245743
2020-10-22,345043,188255,253546
2020-10-21,324002,176913,240162
2020-10-20,282255,147613,210757
2020-10-19,288938,159182,202182
2020-10-18,253112,133276,180184
2020-10-17,325671,192434,204881
2020-10-16,387787,247132,230369
2020-10-15,432427,276853,253740
2020-10-14,298553,176776,199099
2020-10-13,299894,179992,197720
2020-10-12,269562,152804,191407
2020-10-11,256563,146226,176945
2020-10-10,276933,160993,185968
2020-10-09,289729,170005,190853
2020-10-08,268239,158945,178118
2020-10-07,269837,161421,177303
2020-10-06,271463,158578,188141
2020-10-05,252774,148315,177990
2020-10-04,271185,178349,160930
2020-10-03,253032,154376,165111
2020-10-02,275538,169266,178489
2020-10-01,281618,172132,183855
2020-09-30,279703,148030,210308
2020-09-29,282554,157474,203094
2020-09-28,289972,166153,200031
2020-09-27,279403,180702,167759
2020-09-26,276938,175635,168796
2020-09-25,277616,163664,191780
2020-09-24,307425,183795,198962
2020-09-23,299640,181302,194245
2020-09-22,290825,166328,202154
2020-09-21,317395,184043,211080
2020-09-20,325234,200376,198268
2020-09-19,296119,171154,201605
2020-09-18,349101,191322,261101
2020-09-17,356433,182589,299371
2020-09-16,245287,127525,186286
2020-09-15,269390,146684,196939
2020-09-14,255366,135567,190686
2020-09-13,225009,118745,167787
2020-09-12,236208,126617,176812
2020-09-11,242767,125820,186535
2020-09-10,250085,129899,193046
2020-09-09,251093,135451,186531
2020-09-08,266760,152939,184149
2020-09-07,272681,152825,192347
2020-09-06,274383,154052,191944
2020-09-05,254773,133543,196632
2020-09-04,322783,183743,228846
2020-09-03,293984,153107,232411
2020-09-02,296157,152081,237250
2020-09-01,320990,167818,256359
2020-08-31,314830,167009,248872
2020-08-30,266744,142505,209395
2020-08-29,271708,152246,201806
2020-08-28,292866,163964,215160
2020-08-27,306382,169304,224792
2020-08-26,311169,169616,231668
2020-08-25,310196,165196,235978
2020-08-24,302532,161072,225277
2020-08-23,304205,157777,223323
2020-08-22,303288,165243,220797
2020-08-21,352031,180854,266459
2020-08-20,322200,187453,228453
2020-08-19,325787,186589,238202
2020-08-18,316161,176572,237883
2020-08-17,321486,179927,238886
2020-08-16,315401,179629,226841
2020-08-15,323202,185587,229740
2020-08-14,328493,182646,245674
2020-08-13,315102,164589,252423
2020-08-12,304823,148137,247487
2020-08-11,335794,180120,260199
2020-08-10,340401,180156,267726
2020-08-09,315218,180974,234015
2020-08-08,325594,193744,235496
2020-08-07,358584,200363,270522
2020-08-06,371732,222103,261267
2020-08-05,367761,215699,262548
2020-08-04,367232,223057,254732
2020-08-03,359371,209167,258715
2020-08-02,348957,202057,254121
2020-08-01,355004,215358,249472
2020-07-31,337703,192701,253512
2020-07-30,333928,196955,245153
2020-07-29,329877,192517,244700
2020-07-28,393606,236495,277047
2020-07-27,378135,218979,282877
2020-07-26,335859,199623,245239
2020-07-25,328130,190412,242068
2020-07-24,318608,184941,237768
2020-07-23,341181,195481,252270
2020-07-22,318979,186052,234833
2020-07-21,305995,170293,233690
2020-07-20,339061,205084,229708
2020-07-19,306694,194070,201246
2020-07-18,288672,172755,212744
2020-07-17,309919,181428,233583
2020-07-16,315488,184720,238165
2020-07-15,345191,214218,237114
2020-07-14,326413,182066,247607
2020-07-13,330958,185141,245781
2020-07-12,287001,174064,199716
2020-07-11,298969,185573,203406
2020-07-10,300868,180361,216218
2020-07-09,310554,179898,227948
2020-07-08,310031,176493,232911
2020-07-07,311415,187496,221215
2020-07-06,301577,175765,216438
2020-07-05,268685,168162,181289
2020-07-04,281499,175414,189483
2020-07-03,295360,172250,211939
2020-07-02,310615,187673,214248
2020-07-01,324950,193611,224901
2020-06-30,321947,183385,229068
2020-06-29,350625,231915,203229
2020-06-28,285232,172874,190052
2020-06-27,280015,147894,211521
2020-06-26,286639,149012,221832
2020-06-25,288523,152132,223257
2020-06-24,288775,151986,222540
2020-06-23,292697,154767,224348
2020-06-22,286363,151464,217374
2020-06-21,252353,137754,185551
2020-06-20,257316,141755,189601
2020-06-19,265284,140175,203703
2020-06-18,278576,156129,198225
2020-06-17,264842,135578,205429
2020-06-16,258542,137799,198431
2020-06-15,266064,138963,208835
2020-06-14,225843,133270,162790
2020-06-13,241646,145595,169616
2020-06-12,253679,143930,193176
2020-06-11,264143,146660,201997
2020-06-10,261234,141346,197442
2020-06-09,259873,145047,191527
2020-06-08,291922,143373,225792
2020-06-07,252795,127178,193690
2020-06-06,264827,145898,191672
2020-06-05,274431,156193,200801
2020-06-04,285733,161394,210415
2020-06-03,272490,157798,199968
2020-06-02,306139,168932,228795
2020-06-01,278523,144122,217401
2020-05-31,251598,138822,190609
2020-05-30,268002,146862,204691
2020-05-29,290528,166798,210559
2020-05-28,271348,141421,211379
2020-05-27,266003,134908,211799
2020-05-26,263677,132470,206992
2020-05-25,246635,124858,193229
2020-05-24,238733,132779,176242
2020-05-23,256570,143281,185320
2020-05-22,264655,135385,205712
2020-05-21,266348,142508,204243
2020-05-20,251024,132588,194595
2020-05-19,252284,135642,190914
2020-05-18,248616,130047,194110
2020-05-17,231312,127164,175826
2020-05-16,234451,130475,177647
2020-05-15,251038,137008,192594
2020-05-14,240656,127151,188737
2020-05-13,232787,126700,181721
2020-05-12,241852,128864,190196
2020-05-11,247505,130890,193984
2020-05-10,258425,139324,196275
2020-05-09,264692,154406,188505
2020-05-08,257615,143835,196355
2020-05-07,245647,135243,189668
2020-05-06,241481,143734,174392
2020-05-05,222626,132198,163667
2020-05-04,221418,124048,171396
2020-05-03,249165,159532,158339
2020-05-02,234106,147089,157788
2020-05-01,249344,144334,181167
2020-04-30,265886,152275,202350
2020-04-29,266090,147085,206370
2020-04-28,232372,129181,179753
2020-04-27,234394,124118,186499
2020-04-26,221827,122480,173451
2020-04-25,226022,129247,174922
2020-04-24,248734,137048,189384
2020-04-23,245859,135625,185986
2020-04-22,221336,114550,175595
2020-04-21,228235,126180,172132
2020-04-20,236341,138185,170541
2020-04-19,218869,137769,149060
2020-04-18,230860,144662,158966
2020-04-17,226772,139879,156665
2020-04-16,205842,120847,158596
2020-04-15,222344,141088,150959
2020-04-14,247708,163467,149182
2020-04-13,212272,134309,139742
2020-04-12,187541,111746,131864
2020-04-11,179468,103465,132284
2020-04-10,191834,110508,145242
2020-04-09,195516,113109,146029
2020-04-08,263996,181816,145661
2020-04-07,194395,112834,150747
2020-04-06,212468,108795,170829
2020-04-05,157456,86129,125421
2020-04-04,161912,91980,127015
2020-04-03,183071,98726,146028
2020-04-02,177506,96681,141829
2020-04-01,169563,95983,129663
2020-03-31,180670,91399,146197
2020-03-30,197433,103476,147364
2020-03-29,160214,92793,114820
2020-03-28,172967,99771,125670
2020-03-27,200804,119609,134128
2020-03-26,204128,120515,136837
2020-03-25,186105,99629,137972
2020-03-24,194505,103300,142876
2020-03-23,210604,99682,162927
2020-03-22,193019,88297,151648
2020-03-21,206721,90200,164916
2020-03-20,207147,105256,161315
2020-03-19,210611,109206,160458
2020-03-18,186877,96725,142176
2020-03-17,197194,101895,147417
2020-03-16,208911,110632,154800
2020-03-15,171163,93442,125606
2020-03-14,179266,96942,133278
2020-03-13,224218,111842,180848
2020-03-12,193010,103120,149656
2020-03-11,176805,94344,134698
2020-03-10,181247,95228,140542
2020-03-09,194295,104982,148299
2020-03-08,162689,85604,127346
2020-03-07,168089,90572,129064
2020-03-06,179511,96400,137175
2020-03-05,192013,107693,137964
2020-03-04,178971,97237,135282
2020-03-03,167241,88259,131668
2020-03-02,190022,109856,135570
2020-03-01,163557,78028,131896
2020-02-29,168693,96441,123211
2020-02-28,187098,100628,139315
2020-02-27,190274,107693,140085
2020-02-26,181506,96715,143760
2020-02-25,177463,93716,138324
2020-02-24,196067,117926,129804
2020-02-23,204470,135527,116325
2020-02-22,192121,124141,114019
2020-02-21,187275,108681,130610
2020-02-20,180053,102339,130995
2020-02-19,184772,105034,134860
2020-02-18,203831,121237,141068
2020-02-17,191922,117835,130530
2020-02-16,176643,108091,121439
2020-02-15,192789,117129,134389
2020-02-14,196199,115216,141430
2020-02-13,213724,121636,161315
2020-02-12,232174,127531,175662
2020-02-11,195435,107536,145422
2020-02-10,175978,94545,136447
2020-02-09,189882,107765,133225
2020-02-08,180709,100116,132631
2020-02-07,171863,95630,131197
2020-02-06,168352,96604,127221
2020-02-05,171750,102705,120645
2020-02-04,144528,80658,111134
2020-02-03,172933,108373,114064
2020-02-02,131112,74058,103092
2020-02-01,133106,74900,104141
2020-01-31,139062,78317,108200
2020-01-30,140628,80128,107261
2020-01-29,143066,82785,107348
2020-01-28,137522,82908,100075
2020-01-27,134138,75960,101686
2020-01-26,108279,63962,80864
2020-01-25,127834,65535,97446
2020-01-24,128509,76084,94665
2020-01-23,164148,107050,100511
2020-01-22,138146,75074,107908
2020-01-21,151886,83456,113179
2020-01-20,152595,85479,111717
2020-01-19,154750,88809,109997
2020-01-18,159836,92553,116278
2020-01-17,167873,87826,128177
2020-01-16,184551,97066,136379
2020-01-15,175305,92256,134767
2020-01-14,174304,101903,125860
2020-01-13,146964,73483,117483
2020-01-12,125395,68163,97937
2020-01-11,136473,72570,107346
2020-01-10,146135,77540,115036
2020-01-09,159411,85564,119743
2020-01-08,160020,89255,117488
2020-01-07,154993,83918,117277
2020-01-06,150996,79066,116998
2020-01-05,130103,66994,101793
2020-01-04,141135,76982,108040
2020-01-03,145718,74946,117083
2020-01-02,118069,60559,93255
2020-01-01,105209,52535,85014
