category,symbol,startTime,openPrice,highPrice,lowPrice,closePrice,volume,turnover
linear,BTCUSDT,2020-03-30T19:00:00+00:00,6360.5,6389.5,6345.5,6363,126.207,803055.1409999999
linear,BTCUSDT,2020-03-30T20:00:00+00:00,6363,6493,6362.5,6454.5,117.123,755970.4035
linear,BTCUSDT,2020-03-30T21:00:00+00:00,6454.5,6558.5,6454.5,6523.5,125.107,816135.5145
linear,BTCUSDT,2020-03-30T22:00:00+00:00,6523.5,6567.5,6447.5,6460.5,128.836,832344.978
linear,BTCUSDT,2020-03-30T23:00:00+00:00,6460.5,6476,6382,6389,138.372,884058.708
linear,BTCUSDT,2020-03-31T00:00:00+00:00,6389,6461.5,6382,6435.5,171.997,1106886.6935000001
linear,BTCUSDT,2020-03-31T01:00:00+00:00,6435.5,6509.5,6435.5,6508.5,137.087,892230.7395
linear,BTCUSDT,2020-03-31T02:00:00+00:00,6508.5,6514,6445.5,6445.5,98.015,631755.6825
linear,BTCUSDT,2020-03-31T03:00:00+00:00,6445.5,6473,6408.5,6444,144.253,929566.3320000001
linear,BTCUSDT,2020-03-31T04:00:00+00:00,6444,6449,6413.5,6433,652.214,4195692.6619999995
linear,BTCUSDT,2020-03-31T05:00:00+00:00,6433,6433,6396,6412.5,1178.231,7555406.2874999996
linear,BTCUSDT,2020-03-31T06:00:00+00:00,6412.5,6463,6408.5,6463,95.737,618748.231
linear,BTCUSDT,2020-03-31T07:00:00+00:00,6463,6463,6448,6448.5,273.272,1762194.4920000001
linear,BTCUSDT,2020-03-31T08:00:00+00:00,6448.5,6498.5,6448,6487.5,163.452,1060394.8500000001
linear,BTCUSDT,2020-03-31T09:00:00+00:00,6487.5,6489.5,6423.5,6434,168.599,1084765.966
linear,BTCUSDT,2020-03-31T10:00:00+00:00,6434,6436,6408.5,6427,167.375,1075719.125
linear,BTCUSDT,2020-03-31T11:00:00+00:00,6427,6427,6342.5,6385.5,298.288,1904718.024
linear,BTCUSDT,2020-03-31T12:00:00+00:00,6385.5,6453.5,6318,6440.5,257.613,1659156.5264999999
linear,BTCUSDT,2020-03-31T13:00:00+00:00,6440.5,6476,6400.5,6418.5,139.965,898365.3525
linear,BTCUSDT,2020-03-31T14:00:00+00:00,6418.5,6473.5,6412.5,6451.5,338.3,2182542.4500000002
linear,BTCUSDT,2020-03-31T15:00:00+00:00,6451.5,6494.5,6428,6447.5,149.972,966944.47
linear,BTCUSDT,2020-03-31T16:00:00+00:00,6447.5,6461,6409.5,6422,119.985,770543.67
linear,BTCUSDT,2020-03-31T17:00:00+00:00,6422,6451,6401.5,6443.5,321.863,2073924.2405000001
linear,BTCUSDT,2020-03-31T18:00:00+00:00,6443.5,6482.5,6443,6454,110.683,714348.0820000001
linear,BTCUSDT,2020-03-31T19:00:00+00:00,6454,6468.5,6427.5,6458,99.831,644708.598
linear,BTCUSDT,2020-03-31T20:00:00+00:00,6458,6487.5,6454.5,6464,105.317,680769.088
linear,BTCUSDT,2020-03-31T21:00:00+00:00,6464,6478.5,6414.5,6439,117.223,754798.897
linear,BTCUSDT,2020-03-31T22:00:00+00:00,6439,6440.5,6415.5,6428.5,106.979,687714.5015
linear,BTCUSDT,2020-03-31T23:00:00+00:00,6428.5,6434.5,6401,6425,97.12,623996
linear,BTCUSDT,2020-04-01T00:00:00+00:00,6425,6425,6256.5,6306.5,216.535,1365577.9775
linear,BTCUSDT,2020-04-01T01:00:00+00:00,6306.5,6319.5,6281,6285.5,97.677,613948.7835
linear,BTCUSDT,2020-04-01T02:00:00+00:00,6285.5,6315,6283.5,6310.5,175.372,1106685.0060000001
linear,BTCUSDT,2020-04-01T03:00:00+00:00,6310.5,6372.5,6306.5,6365.5,1212.555,7718518.8525
linear,BTCUSDT,2020-04-01T04:00:00+00:00,6365.5,6369,6329.5,6337,130.533,827187.621
linear,BTCUSDT,2020-04-01T05:00:00+00:00,6337,6337,6287.5,6299.5,127.512,803261.844
linear,BTCUSDT,2020-04-01T06:00:00+00:00,6299.5,6311.5,6266.5,6303.5,1315.269,8290798.1414999999
linear,BTCUSDT,2020-04-01T07:00:00+00:00,6303.5,6329.5,6281,6321.5,113.718,718868.3370000001
linear,BTCUSDT,2020-04-01T08:00:00+00:00,6321.5,6321.5,6286,6301,1506.165,9490345.6649999991
linear,BTCUSDT,2020-04-01T09:00:00+00:00,6301,6304,6260.5,6294,103.559,651800.346
linear,BTCUSDT,2020-04-01T10:00:00+00:00,6294,6310.5,6283,6288.5,108.474,682138.749
linear,BTCUSDT,2020-04-01T11:00:00+00:00,6288.5,6294,6268,6287,69.062,434192.794
linear,BTCUSDT,2020-04-01T12:00:00+00:00,6287,6327.5,6205,6215.5,154.543,960562.0165
linear,BTCUSDT,2020-04-01T13:00:00+00:00,6215.5,6231.5,6166.5,6201,1210.671,7507370.8710000003
linear,BTCUSDT,2020-04-01T14:00:00+00:00,6201,6252.5,6195.5,6241,460.853,2876183.5729999999
linear,BTCUSDT,2020-04-01T15:00:00+00:00,6241,6249.5,6227,6229.5,159.45,993293.775
linear,BTCUSDT,2020-04-01T16:00:00+00:00,6229.5,6229.5,6158.5,6180.5,132.472,818743.196
linear,BTCUSDT,2020-04-01T17:00:00+00:00,6180.5,6204,6161,6188.5,112.587,696744.6495000001
linear,BTCUSDT,2020-04-01T18:00:00+00:00,6188.5,6212,6179,6191.5,101.423,627960.5045
linear,BTCUSDT,2020-04-01T19:00:00+00:00,6191.5,6205,6161,6198.5,106.646,661045.231
linear,BTCUSDT,2020-04-01T20:00:00+00:00,6198.5,6374.5,6190.5,6332,156.374,990160.1679999999
linear,BTCUSDT,2020-04-01T21:00:00+00:00,6332,6394.5,6331,6348,110.566,701872.968
linear,BTCUSDT,2020-04-01T22:00:00+00:00,6348,6579.5,6348,6515,200.125,1303814.375
linear,BTCUSDT,2020-04-01T23:00:00+00:00,6515,6681,6498,6641.5,439.836,2921170.7940000002
linear,BTCUSDT,2020-04-02T00:00:00+00:00,6641.5,6737,6580.5,6613.5,147.46,975226.71
linear,BTCUSDT,2020-04-02T01:00:00+00:00,6613.5,6635,6553,6553,1206.329,7905073.9369999999
linear,BTCUSDT,2020-04-02T02:00:00+00:00,6553,6613.5,6553,6600,119.11,786126
linear,BTCUSDT,2020-04-02T03:00:00+00:00,6600,6608,6576.5,6602.5,103.384,682592.86
linear,BTCUSDT,2020-04-02T04:00:00+00:00,6602.5,6629.5,6587,6593,113.024,745167.232
linear,BTCUSDT,2020-04-02T05:00:00+00:00,6593,6596.5,6563.5,6582,115.339,759161.298
linear,BTCUSDT,2020-04-02T06:00:00+00:00,6582,6634,6582,6634,1.995,13234.83
linear,BTCUSDT,2020-04-02T07:00:00+00:00,6634,6640.5,6610,6640.5,1.912,12696.636
linear,BTCUSDT,2020-04-02T08:00:00+00:00,6640.5,6641.5,6610,6639.5,0.026,172.627
linear,BTCUSDT,2020-04-02T09:00:00+00:00,6639.5,6644.5,6623,6635,1162.13,7710732.5499999998
linear,BTCUSDT,2020-04-02T10:00:00+00:00,6635,6684,6635,6636.5,0.295,1957.7675
linear,BTCUSDT,2020-04-02T11:00:00+00:00,6636.5,6685,6636.5,6685,0.741,4953.585
linear,BTCUSDT,2020-04-02T12:00:00+00:00,6685,6721.5,6682,6682,0.779,5205.278
linear,BTCUSDT,2020-04-02T13:00:00+00:00,6682,6682,6665,6665,0.222,1479.63
linear,BTCUSDT,2020-04-02T14:00:00+00:00,6665,6817.5,6650.5,6817.5,309.973,2113240.9275000002
linear,BTCUSDT,2020-04-02T15:00:00+00:00,6817.5,6817.5,6758.5,6808.5,1169.058,7959531.3930000002
linear,BTCUSDT,2020-04-02T16:00:00+00:00,6808.5,6910,6808.5,6910,86.09,594881.9
linear,BTCUSDT,2020-04-02T17:00:00+00:00,6910,7208.5,6910,7084,3521.056,24943160.7039999999
linear,BTCUSDT,2020-04-02T18:00:00+00:00,7084,7084,6787.5,6788,1016.461,6899737.2680000002
linear,BTCUSDT,2020-04-02T19:00:00+00:00,6788,6845.5,6788,6845.5,0.082,561.331
linear,BTCUSDT,2020-04-02T20:00:00+00:00,6845.5,6845.5,6681,6681,17.711,118327.191
linear,BTCUSDT,2020-04-02T21:00:00+00:00,6681,6681,6681,6681,0,0
linear,BTCUSDT,2020-04-02T22:00:00+00:00,6681,6840,6681,6826,0.293,2000.018
linear,BTCUSDT,2020-04-02T23:00:00+00:00,6826,6826,6824,6824,1,6824
linear,BTCUSDT,2020-04-03T00:00:00+00:00,6824,6824,6824,6824,0,0
linear,BTCUSDT,2020-04-03T01:00:00+00:00,6824,6824,6824,6824,0,0
linear,BTCUSDT,2020-04-03T02:00:00+00:00,6824,6824,6824,6824,0,0
linear,BTCUSDT,2020-04-03T03:00:00+00:00,6824,6830,6773.5,6773.5,102.035,691134.0725
linear,BTCUSDT,2020-04-03T04:00:00+00:00,6773.5,6788,6773.5,6788,0.025,169.7
linear,BTCUSDT,2020-04-03T05:00:00+00:00,6788,6788,6757,6769.5,2.908,19685.706
linear,BTCUSDT,2020-04-03T06:00:00+00:00,6769.5,6806,6759.5,6806,235.761,1604589.3659999999
linear,BTCUSDT,2020-04-03T07:00:00+00:00,6806,6858,6802.5,6850,33,226050
linear,BTCUSDT,2020-04-03T08:00:00+00:00,6850,6902.5,6850,6902.5,9.755,67333.8875
linear,BTCUSDT,2020-04-03T09:00:00+00:00,6902.5,6910.5,6902.5,6910.5,0.008,55.284
linear,BTCUSDT,2020-04-03T10:00:00+00:00,6910.5,6952.5,6910.5,6949.5,440,3057780
linear,BTCUSDT,2020-04-03T11:00:00+00:00,6949.5,6962.5,6949.5,6961.5,12.62,87854.13
linear,BTCUSDT,2020-04-03T12:00:00+00:00,6961.5,6979,6859,6885,230,1583550
linear,BTCUSDT,2020-04-03T13:00:00+00:00,6885,6896,6850,6850,100.52,688562
linear,BTCUSDT,2020-04-03T14:00:00+00:00,6850,6850,6754.5,6780,103.025,698509.5
linear,BTCUSDT,2020-04-03T15:00:00+00:00,6780,6790,6714.5,6714.5,5.154,34606.533
linear,BTCUSDT,2020-04-03T16:00:00+00:00,6714.5,6714.5,6714.5,6714.5,0,0
linear,BTCUSDT,2020-04-03T17:00:00+00:00,6714.5,6714.5,6714.5,6714.5,0,0
linear,BTCUSDT,2020-04-03T18:00:00+00:00,6714.5,6714.5,6708,6708,0.25,1677
linear,BTCUSDT,2020-04-03T19:00:00+00:00,6708,6780,6708,6754,1.308,8834.232
linear,BTCUSDT,2020-04-03T20:00:00+00:00,6754,6754,6754,6754,0,0
linear,BTCUSDT,2020-04-03T21:00:00+00:00,6754,6754,6687.5,6702,0.924,6192.648
linear,BTCUSDT,2020-04-03T22:00:00+00:00,6702,6719,6702,6719,5.505,36988.095
linear,BTCUSDT,2020-04-03T23:00:00+00:00,6719,6765.5,6719,6758,2.469,16685.502
linear,BTCUSDT,2020-04-04T00:00:00+00:00,6758,6758,6718.5,6718.5,0.024,161.244
linear,BTCUSDT,2020-04-04T01:00:00+00:00,6718.5,6765,6718.5,6755,0.41,2769.55
linear,BTCUSDT,2020-04-04T02:00:00+00:00,6755,6755,6724,6727,0.115,773.605
linear,BTCUSDT,2020-04-04T03:00:00+00:00,6727,6727,6727,6727,0,0
linear,BTCUSDT,2020-04-04T04:00:00+00:00,6727,6727,6709.5,6714,818.391,5494677.1739999996
linear,BTCUSDT,2020-04-04T05:00:00+00:00,6714,6729,6710,6725.5,106.08,713441.04
linear,BTCUSDT,2020-04-04T06:00:00+00:00,6725.5,6725.5,6715.5,6715.5,4.416,29655.648
linear,BTCUSDT,2020-04-04T07:00:00+00:00,6715.5,6720,6709,6709,354.574,2378836.966
linear,BTCUSDT,2020-04-04T08:00:00+00:00,6709,6715.5,6709,6715.5,145.426,976608.303
linear,BTCUSDT,2020-04-04T09:00:00+00:00,6715.5,6811.5,6715.5,6811.5,16.872,114923.628
linear,BTCUSDT,2020-04-04T10:00:00+00:00,6811.5,6855,6811.5,6843.5,201.977,1382229.5995
linear,BTCUSDT,2020-04-04T11:00:00+00:00,6843.5,6870,6659.5,6660.5,10.645,70901.0225
linear,BTCUSDT,2020-04-04T12:00:00+00:00,6660.5,6720.5,6660.5,6720.5,100,672050
linear,BTCUSDT,2020-04-04T13:00:00+00:00,6720.5,6720.5,6720.5,6720.5,0,0
linear,BTCUSDT,2020-04-04T14:00:00+00:00,6720.5,6725,6698.5,6707,414.716,2781500.2119999998
linear,BTCUSDT,2020-04-04T15:00:00+00:00,6707,6748,6707,6725,487.459,3278161.7749999999
linear,BTCUSDT,2020-04-04T16:00:00+00:00,6725,6793.5,6720.5,6781,421.999,2861575.219
linear,BTCUSDT,2020-04-04T17:00:00+00:00,6781,6796.5,6769,6769.5,204.971,1387551.1845
linear,BTCUSDT,2020-04-04T18:00:00+00:00,6769.5,6792.5,6769.5,6769.5,281.53,1905817.335
linear,BTCUSDT,2020-04-04T19:00:00+00:00,6769.5,6783.5,6715,6741,409.671,2761592.2110000001
linear,BTCUSDT,2020-04-04T20:00:00+00:00,6741,6963.5,6741,6820.5,753.543,5139540.0314999996
linear,BTCUSDT,2020-04-04T21:00:00+00:00,6820.5,6886,6820.5,6853.5,1359.351,9316312.0785000008
linear,BTCUSDT,2020-04-04T22:00:00+00:00,6853.5,6874.5,6795.5,6837.5,1146.295,7837792.0625
linear,BTCUSDT,2020-04-04T23:00:00+00:00,6837.5,6861,6819.5,6851.5,381.665,2614977.7475000001
linear,BTCUSDT,2020-04-05T00:00:00+00:00,6851.5,6882,6834.5,6855,507.291,3477479.8050000002
linear,BTCUSDT,2020-04-05T01:00:00+00:00,6855,6873.5,6825.5,6843.5,508.968,3483122.5079999999
linear,BTCUSDT,2020-04-05T02:00:00+00:00,6843.5,6843.5,6796.5,6837.5,495.405,3387331.6875
linear,BTCUSDT,2020-04-05T03:00:00+00:00,6837.5,6837.5,6790,6794.5,353.308,2400551.2059999998
linear,BTCUSDT,2020-04-05T04:00:00+00:00,6794.5,6794.5,6749.5,6771,436.989,2958852.5189999999
linear,BTCUSDT,2020-04-05T05:00:00+00:00,6771,6827,6756.5,6789.5,482.071,3273021.0545000001
linear,BTCUSDT,2020-04-05T06:00:00+00:00,6789.5,6789.5,6735.5,6773.5,469.014,3176866.3289999999
linear,BTCUSDT,2020-04-05T07:00:00+00:00,6773.5,6781,6754,6768.5,419.56,2839791.8599999999
linear,BTCUSDT,2020-04-05T08:00:00+00:00,6768.5,6794,6752.5,6777,531.213,3600030.5010000002
linear,BTCUSDT,2020-04-05T09:00:00+00:00,6777,6813.5,6762.5,6772.5,541.765,3669103.4624999999
linear,BTCUSDT,2020-04-05T10:00:00+00:00,6772.5,6784.5,6742,6751.5,475.222,3208461.3330000001
linear,BTCUSDT,2020-04-05T11:00:00+00:00,6751.5,6806,6751.5,6773.5,512.09,3468641.6150000002
linear,BTCUSDT,2020-04-05T12:00:00+00:00,6773.5,6791.5,6758.5,6785,321.709,2182795.5649999999
linear,BTCUSDT,2020-04-05T13:00:00+00:00,6785,6812.5,6783.5,6792,378.874,2573312.2080000001
linear,BTCUSDT,2020-04-05T14:00:00+00:00,6792,6794,6767,6767.5,325.192,2200736.8599999999
linear,BTCUSDT,2020-04-05T15:00:00+00:00,6767.5,6797.5,6763,6779,484.373,3283564.5669999998
linear,BTCUSDT,2020-04-05T16:00:00+00:00,6779,6789.5,6769,6782,404.459,2743040.9380000001
linear,BTCUSDT,2020-04-05T17:00:00+00:00,6782,6821,6678.5,6782.5,535.242,3630278.8650000002
linear,BTCUSDT,2020-04-05T18:00:00+00:00,6782.5,6808.5,6774.5,6789,433.089,2940241.2209999999
linear,BTCUSDT,2020-04-05T19:00:00+00:00,6789,6804.5,6782,6788.5,484.17,3286788.0449999999
linear,BTCUSDT,2020-04-05T20:00:00+00:00,6788.5,6788.5,6728.5,6749,364.15,2457648.3500000001
linear,BTCUSDT,2020-04-05T21:00:00+00:00,6749,6778,6718,6753,410.767,2773909.551
linear,BTCUSDT,2020-04-05T22:00:00+00:00,6753,6804.5,6753,6791.5,485.615,3298054.2725
linear,BTCUSDT,2020-04-05T23:00:00+00:00,6791.5,6799,6763,6768.5,510.336,3454209.216
linear,BTCUSDT,2020-04-06T00:00:00+00:00,6768.5,6871,6766,6867.5,457.892,3144573.3100000001
linear,BTCUSDT,2020-04-06T01:00:00+00:00,6867.5,6868,6827.5,6837,501.598,3429425.5260000001
linear,BTCUSDT,2020-04-06T02:00:00+00:00,6837,6844.5,6798.5,6822.5,559.075,3814289.1875
linear,BTCUSDT,2020-04-06T03:00:00+00:00,6822.5,6844.5,6822.5,6840,469.328,3210203.52
linear,BTCUSDT,2020-04-06T04:00:00+00:00,6840,6952.5,6840,6938.5,2069.586,14359822.4609999992
linear,BTCUSDT,2020-04-06T05:00:00+00:00,6938.5,6989.5,6914,6983,1843.282,12871638.2060000002
linear,BTCUSDT,2020-04-06T06:00:00+00:00,6983,7094.5,6959.5,7073,464.388,3284616.324
linear,BTCUSDT,2020-04-06T07:00:00+00:00,7073,7088,6950,7025,1076.111,7559679.7750000004
linear,BTCUSDT,2020-04-06T08:00:00+00:00,7025,7077,7022.5,7035.5,544.647,3831863.9685
linear,BTCUSDT,2020-04-06T09:00:00+00:00,7035.5,7139,7031,7098.5,644.995,4578497.0075000003
linear,BTCUSDT,2020-04-06T10:00:00+00:00,7098.5,7137.5,7067.5,7076,585.121,4140316.196
linear,BTCUSDT,2020-04-06T11:00:00+00:00,7076,7114,7070.5,7093,464.325,3293457.2250000001
linear,BTCUSDT,2020-04-06T12:00:00+00:00,7093,7158.5,7093,7128.5,572.352,4080011.2319999998
linear,BTCUSDT,2020-04-06T13:00:00+00:00,7128.5,7150.5,7043,7098.5,602.455,4276526.8174999999
linear,BTCUSDT,2020-04-06T14:00:00+00:00,7098.5,7108,7058.5,7095,575.161,4080767.2949999999
linear,BTCUSDT,2020-04-06T15:00:00+00:00,7095,7138.5,7083,7137,568.803,4059547.0109999999
linear,BTCUSDT,2020-04-06T16:00:00+00:00,7137,7176.5,7097,7139.5,709.521,5065625.1794999996
linear,BTCUSDT,2020-04-06T17:00:00+00:00,7139.5,7209.5,7134.5,7197.5,579.51,4171023.2250000001
linear,BTCUSDT,2020-04-06T18:00:00+00:00,7197.5,7245,7170.5,7239.5,560.229,4055777.8454999998
linear,BTCUSDT,2020-04-06T19:00:00+00:00,7239.5,7298.5,7219.5,7266,503.878,3661177.548
linear,BTCUSDT,2020-04-06T20:00:00+00:00,7266,7282.5,7192.5,7211.5,908.826,6553998.699
linear,BTCUSDT,2020-04-06T21:00:00+00:00,7211.5,7281.5,7200.5,7281.5,462.319,3366375.7985
linear,BTCUSDT,2020-04-06T22:00:00+00:00,7281.5,7281.5,7230,7262,532.52,3867160.2400000002
linear,BTCUSDT,2020-04-06T23:00:00+00:00,7262,7362,7238.5,7322.5,594.978,4356726.4050000003
linear,BTCUSDT,2020-04-07T00:00:00+00:00,7322.5,7444,7304,7370,852.701,6284406.3700000001
linear,BTCUSDT,2020-04-07T01:00:00+00:00,7370,7406.5,7334.5,7339.5,615.256,4515671.4119999995
linear,BTCUSDT,2020-04-07T02:00:00+00:00,7339.5,7370,7269.5,7304.5,537.686,3927527.3870000001
linear,BTCUSDT,2020-04-07T03:00:00+00:00,7304.5,7320.5,7260,7320,506.384,3706730.8799999999
linear,BTCUSDT,2020-04-07T04:00:00+00:00,7320,7320,7228.5,7247.5,494.807,3586113.7324999999
linear,BTCUSDT,2020-04-07T05:00:00+00:00,7247.5,7290.5,7239.5,7273.5,539.531,3924278.7285000002
linear,BTCUSDT,2020-04-07T06:00:00+00:00,7273.5,7500,7253.5,7302.5,555.712,4058086.8799999999
linear,BTCUSDT,2020-04-07T07:00:00+00:00,7302.5,7379,7294,7373,1378.682,10165022.3859999999
linear,BTCUSDT,2020-04-07T08:00:00+00:00,7373,7378,7317.5,7356.5,375.502,2762380.463
linear,BTCUSDT,2020-04-07T09:00:00+00:00,7356.5,7370,7335,7365,530.567,3907625.9550000001
linear,BTCUSDT,2020-04-07T10:00:00+00:00,7365,7435,7363.5,7421,564.669,4190408.6490000002
linear,BTCUSDT,2020-04-07T11:00:00+00:00,7421,7421,7360,7382.5,629.102,4644345.5149999997
linear,BTCUSDT,2020-04-07T12:00:00+00:00,7382.5,7447.5,7319.5,7337,1012.896,7431617.9519999996
linear,BTCUSDT,2020-04-07T13:00:00+00:00,7337,7387.5,7333.5,7347,552.627,4060150.5690000001
linear,BTCUSDT,2020-04-07T14:00:00+00:00,7347,7347,7260.5,7277,598.24,4353392.4800000004
linear,BTCUSDT,2020-04-07T15:00:00+00:00,7277,7333,7277,7313,719.479,5261549.9270000001
linear,BTCUSDT,2020-04-07T16:00:00+00:00,7313,7379,7310,7361.5,726.736,5349867.0640000002
linear,BTCUSDT,2020-04-07T17:00:00+00:00,7361.5,7368,7318,7348,742.252,5454067.6960000005
linear,BTCUSDT,2020-04-07T18:00:00+00:00,7348,7350,7280,7298.5,580.461,4236494.6085000001
linear,BTCUSDT,2020-04-07T19:00:00+00:00,7298.5,7350,7282,7282,625.607,4555670.1739999996
linear,BTCUSDT,2020-04-07T20:00:00+00:00,7282,7284.5,7079.5,7120,631.514,4496379.6799999997
linear,BTCUSDT,2020-04-07T21:00:00+00:00,7120,7215,7083,7176,622.874,4469743.824
linear,BTCUSDT,2020-04-07T22:00:00+00:00,7176,7193,7126,7167.5,599.096,4294020.5800000001
linear,BTCUSDT,2020-04-07T23:00:00+00:00,7167.5,7207,7158.5,7193,686.157,4935527.301
linear,BTCUSDT,2020-04-08T00:00:00+00:00,7193,7209,7150,7153,1019.518,7292612.2539999997
linear,BTCUSDT,2020-04-08T01:00:00+00:00,7153,7187,7153,7164.5,635.042,4549758.409
linear,BTCUSDT,2020-04-08T02:00:00+00:00,7164.5,7277,7161,7262,580.832,4218001.9840000002
linear,BTCUSDT,2020-04-08T03:00:00+00:00,7262,7381.5,7262,7349,584.406,4294799.6940000001
linear,BTCUSDT,2020-04-08T04:00:00+00:00,7349,7366.5,7326.5,7350.5,681.237,5007432.5685000001
linear,BTCUSDT,2020-04-08T05:00:00+00:00,7350.5,7411,7327.5,7401.5,698.794,5172123.7910000002
linear,BTCUSDT,2020-04-08T06:00:00+00:00,7401.5,7411,7286.5,7312.5,576.236,4213725.75
linear,BTCUSDT,2020-04-08T07:00:00+00:00,7312.5,7346,7300,7317,2764.577,20228409.9090000018
linear,BTCUSDT,2020-04-08T08:00:00+00:00,7317,7327.5,7258.5,7287,2517.063,18341838.0810000002
linear,BTCUSDT,2020-04-08T09:00:00+00:00,7287,7318,7265.5,7299,2459.155,17949372.3449999988
linear,BTCUSDT,2020-04-08T10:00:00+00:00,7299,7335.5,7212,7246,2293.874,16621411.0040000007
linear,BTCUSDT,2020-04-08T11:00:00+00:00,7246,7294.5,7235,7286,2554.95,18615365.6999999993
linear,BTCUSDT,2020-04-08T12:00:00+00:00,7286,7332,7222.5,7273,2481.075,18044858.4750000015
linear,BTCUSDT,2020-04-08T13:00:00+00:00,7273,7301.5,7200.5,7213,2338.6,16868321.8000000007
linear,BTCUSDT,2020-04-08T14:00:00+00:00,7213,7267,7213,7265.5,2462.894,17894156.3570000008
linear,BTCUSDT,2020-04-08T15:00:00+00:00,7265.5,7295,7259,7274.5,2730.596,19863720.6020000018
linear,BTCUSDT,2020-04-08T16:00:00+00:00,7274.5,7330,7250.5,7320.5,2561.019,18747939.5894999988
linear,BTCUSDT,2020-04-08T17:00:00+00:00,7320.5,7346.5,7292,7302.5,2442.328,17835100.2199999988
linear,BTCUSDT,2020-04-08T18:00:00+00:00,7302.5,7329.5,7291,7316,2829.214,20698529.6240000017
linear,BTCUSDT,2020-04-08T19:00:00+00:00,7316,7331.5,7261,7303.5,2552.2,18639992.6999999993
linear,BTCUSDT,2020-04-08T20:00:00+00:00,7303.5,7357.5,7302.5,7314,2362.25,17277496.5
linear,BTCUSDT,2020-04-08T21:00:00+00:00,7314,7354.5,7284,7318,2902.043,21237150.6739999987
linear,BTCUSDT,2020-04-08T22:00:00+00:00,7318,7372.5,7307.5,7351.5,2777.741,20420562.9615000002
linear,BTCUSDT,2020-04-08T23:00:00+00:00,7351.5,7386.5,7338.5,7357.5,2813.78,20702386.3500000015
linear,BTCUSDT,2020-04-09T00:00:00+00:00,7357.5,7365,7322.5,7343.5,2694.165,19784600.6774999984
linear,BTCUSDT,2020-04-09T01:00:00+00:00,7343.5,7346.5,7285.5,7309.5,2723.323,19906129.4684999995
linear,BTCUSDT,2020-04-09T02:00:00+00:00,7309.5,7319.5,7292.5,7313,2583.251,18891314.563000001
linear,BTCUSDT,2020-04-09T03:00:00+00:00,7313,7313,7257,7282,4155.331,30259120.3420000002
linear,BTCUSDT,2020-04-09T04:00:00+00:00,7282,7293,7239,7283,3792.817,27623086.2109999992
linear,BTCUSDT,2020-04-09T05:00:00+00:00,7283,7304.5,7270,7302.5,4100.034,29940498.2850000001
linear,BTCUSDT,2020-04-09T06:00:00+00:00,7302.5,7317,7290,7309.5,4026.017,29428171.261500001
linear,BTCUSDT,2020-04-09T07:00:00+00:00,7309.5,7332,7282,7325.5,4087.299,29941508.8244999982
linear,BTCUSDT,2020-04-09T08:00:00+00:00,7325.5,7344,7307,7324.5,3791.559,27771273.8955000006
linear,BTCUSDT,2020-04-09T09:00:00+00:00,7324.5,7325,7288.5,7290,4069.397,29665904.129999999
linear,BTCUSDT,2020-04-09T10:00:00+00:00,7290,7310,7276.5,7304,3929.766,28703010.8640000001
linear,BTCUSDT,2020-04-09T11:00:00+00:00,7304,7323,7151,7153.5,4620.327,33051509.1944999993
